Gone in Sixty Seconds,235
Gladiator,236
Minority Report,237
Harry Potter and the Chamber of Secrets,238
Casino Royale,239
Planet of the Apes,240
Terminator 2: Judgment Day,241
Public Enemies,242
American Gangster,243
True Lies,244
The Taking of Pelham 1 2 3,245
Little Fockers,246
The Other Guys,247
Eraser,248
Django Unchained,249
The Hunchback of Notre Dame,250
The Emperor's New Groove,251
The Expendables 2,252
National Treasure,253
Eragon,254
Where the Wild Things Are,255
Epic,256
The Tourist,257
End of Days,258
Blood Diamond,259
The Wolf of Wall Street,260
Batman Forever,261
Starship Troopers,262
Cloud Atlas,263
Legend of the Guardians: The Owls of Ga'Hoole,264
Catwoman,265
Hercules,266
Treasure Planet,267
Land of the Lost,268
The Expendables 3,269
Son of the Mask,270
In the Heart of the Sea,271
The Adventures of Pluto Nash,272
Green Zone,273
The Spanish Prisoner,274
The Mummy Returns,275
Gangs of New York,276
The Flowers of War,277
Surf's Up,278
The Stepford Wives,279
Black Hawk Down,280
The Campaign,281
The Fifth Element,282
Sex and the City 2,283
The Road to El Dorado,284
Ice Age: Continental Drift,285
Cinderella,286
The Lovely Bones,287
Finding Nemo,288
The Lord of the Rings: The Return of the King,289
The Lord of the Rings: The Two Towers,290
Seventh Son,291
Lara Croft: Tomb Raider,292
Transcendence,293
Jurassic Park III,294
Rise of the Planet of the Apes,295
The Spiderwick Chronicles,296
A Good Day to Die Hard,297
The Alamo,298
The Incredibles,299
Cutthroat Island,300
Percy Jackson & the Olympians: The Lightning Thief,301
Men in Black,302
Toy Story 2,303
Unstoppable,304
Rush Hour 2,305
What Lies Beneath,306
Cloudy with a Chance of Meatballs,307
Ice Age: Dawn of the Dinosaurs,308
The Secret Life of Walter Mitty,309
Charlie's Angels,310
The Departed,311
Mulan,312
Tropic Thunder,313
The Girl with the Dragon Tattoo,314
Die Hard: With a Vengeance,315
Sherlock Holmes,316
Atlantis: The Lost Empire,317
Valkyrie,318
You Don't Mess with the Zohan,319
A.I. Artificial Intelligence,320
The Haunted Mansion,321
Contact,322
Hollow Man,323
The Interpreter,324
Percy Jackson: Sea of Monsters,325
Lara Croft Tomb Raider: The Cradle of Life,326
The Saint,327
Spy Game,328
Mission to Mars,329
Rio,330
Bicentennial Man,331
Volcano,332
The Devil's Own,333
K-19: The Widowmaker,334
Conan the Barbarian,335
Cinderella Man,336
The Nutcracker: The Untold Story,337
Seabiscuit,338
Twister,339
Cast Away,340
Happy Feet,341
The Bourne Supremacy,342
Air Force One,343
Ocean's Eleven,344
The Three Musketeers,345
Hotel Transylvania,346
Enchanted,347
Safe House,348
102 Dalmatians,349
Tower Heist,350
The Holiday,351
Enemy of the State,352
It's Complicated,353
Ocean's Thirteen,354
Open Season,355
Divergent,356
Enemy at the Gates,357
The Rundown,358
Last Action Hero,359
Memoirs of a Geisha,360
The Fast and the Furious: Tokyo Drift,361
Arthur Christmas,362
Meet Joe Black,363
Collateral Damage,364
All That Jazz,365
Mirror Mirror,366
Scott Pilgrim vs. the World,367
The Core,368
Nutty Professor II: The Klumps,369
Scooby-Doo,370
Dredd,371
Click,372
Creepshow,373
Cats & Dogs 2 : The Revenge of Kitty Galore,374
Jumper,375
Hellboy II: The Golden Army,376
Zodiac,377
The 6th Day,378
Bruce Almighty,379
The Expendables,380
Mission: Impossible,381
The Hunger Games,382
The Hangover Part II,383
Batman Returns,384
Over the Hedge,385
Lilo & Stitch,386
Charlotte's Web,387
Deep Impact,388
RED 2,389
The Longest Yard,390
Alvin and the Chipmunks: Chipwrecked,391
Grown Ups 2,392
Get Smart,393
Something's Gotta Give,394
Shutter Island,395
Four Christmases,396
Robots,397
Face/Off,398
Bedtime Stories,399
Road to Perdition,400
Just Go with It,401
Con Air,402
Eagle Eye,403
Cold Mountain,404
The Book of Eli,405
Flubber,406
The Haunting,407
Space Jam,408
The Pink Panther,409
The Day the Earth Stood Still,410
Conspiracy Theory,411
Fury,412
Six Days Seven Nights,413
Yogi Bear,414
Spirit: Stallion of the Cimarron,415
Zookeeper,416
Lost in Space,417
The Manchurian Candidate,418
Déjà Vu,419
Fantasia 2000,420
The Time Machine,421
Mighty Joe Young,422
Swordfish,423
The Legend of Zorro,424
What Dreams May Come,425
Little Nicky,426
The Brothers Grimm,427
Mars Attacks!,428
The Edge,429
Surrogates,430
Thirteen Days,431
Daylight,432
Walking With Dinosaurs,433
Battlefield Earth,434
Looney Tunes: Back in Action,435
Nine,436
Timeline,437
The Postman,438
Babe: Pig in the City,439
Red Planet,440
Arthur and the Invisibles,441
Oceans,442
A Sound of Thunder,443
Pompeii,444
A Beautiful Mind,445
The Lion King,446
Journey 2: The Mysterious Island,447
Cloudy with a Chance of Meatballs 2,448
Red Dragon,449
Hidalgo,450
Jack and Jill,451
2 Fast 2 Furious,452
The Invasion,453
The Adventures of Rocky & Bullwinkle,454
The League of Extraordinary Gentlemen,455
Despicable Me 2,456
Independence Day,457
The Lost World: Jurassic Park,458
Madagascar,459
Children of Men,460
X-Men,461
Wanted,462
The Rock,463
Ice Age: The Meltdown,464
50 First Dates,465
Hairspray,466
Exorcist: The Beginning,467
Inspector Gadget,468
Now You See Me,469
Grown Ups,470
The Terminal,471
Hotel for Dogs,472
Vertical Limit,473
Charlie Wilson's War,474
Shark Tale,475
Dreamgirls,476
Be Cool,477
Munich,478
Tears of the Sun,479
Killers,480
Spanglish,481
Monster House,482
Bandits,483
First Knight,484
Anna and the King,485
Immortals,486
Hostage,487
Titan A.E.,488
Hollywood Homicide,489
Soldier,490
Carriers,491
Monkeybone,492
Flight of the Phoenix,493
Unbreakable,494
Sucker Punch,495
Snake Eyes,496
Sphere,497
Fool's Gold,498
Funny People,499
The Kingdom,500
Talladega Nights: The Ballad of Ricky Bobby,501
Dr. Dolittle 2,502
Braveheart,503
Jarhead,504
The Simpsons Movie,505
The Majestic,506
Driven,507
Two Brothers,508
The Village,509
Doctor Dolittle,510
Signs,511
Shrek 2,512
Cars,513
Runaway Bride,514
xXx,515
The SpongeBob Movie: Sponge Out of Water,516
Ransom,517
Inglourious Basterds,518
Hook,519
Die Hard 2,520
S.W.A.T.,521
Vanilla Sky,522
Lady in the Water,523
AVP: Alien vs. Predator,524
Alvin and the Chipmunks: The Squeakquel,525
We Were Soldiers,526
Olympus Has Fallen,527
Star Trek: Insurrection,528
Battle: Los Angeles,529
Big Fish,530
Wolf,531
War Horse,532
The Monuments Men,533
The Abyss,534
Wall Street: Money Never Sleeps,535
Dracula Untold,536
The Siege,537
Stardust,538
Seven Years in Tibet,539
The Dilemma,540
Bad Company,541
Doom,542
I Spy,543
Underworld: Awakening,544
Rock of Ages,545
Hart's War,546
Killer Elite,547
Rollerball,548
Ballistic: Ecks vs. Sever,549
Hard Rain,550
Osmosis Jones,551
Legends of Oz: Dorothy's Return,552
Blackhat,553
Sky Captain and the World of Tomorrow,554
Basic Instinct 2,555
Escape Plan,556
The Legend of Hercules,557
The Sum of All Fears,558
The Twilight Saga: Eclipse,559
The Score,560
Despicable Me,561
Money Train,562
Agora,563
Mystery Men,564
Hall Pass,565
The Insider,566
Body of Lies,567
Dinner for Schmucks,568
Abraham Lincoln: Vampire Hunter,569
Entrapment,570
The X Files,571
The Last Legion,572
Saving Private Ryan,573
Need for Speed,574
What Women Want,575
Ice Age,576
Dreamcatcher,577
Lincoln,578
The Matrix,579
Apollo 13,580
The Santa Clause 2,581
Les Misérables,582
You've Got Mail,583
Step Brothers,584
The Mask of Zorro,585
Due Date,586
Unbroken,587
Space Cowboys,588
Cliffhanger,589
Broken Arrow,590
The Kid,591
World Trade Center,592
Mona Lisa Smile,593
The Dictator,594
Eyes Wide Shut,595
Annie,596
Focus,597
This Means War,598
Blade: Trinity,599
Red Dawn,600
Primary Colors,601
Resident Evil: Retribution,602
Death Race,603
The Long Kiss Goodnight,604
Proof of Life,605
Zathura: A Space Adventure,606
Fight Club,607
We Are Marshall,608
Hudson Hawk,609
Lucky Numbers,610
"I, Frankenstein",611
Oliver Twist,612
Elektra,613
Sin City: A Dame to Kill For,614
Random Hearts,615
Perfume: The Story of a Murderer,616
Austin Powers in Goldmember,617
Astro Boy,618
Jurassic Park,619
Wyatt Earp,620
Clear and Present Danger,621
Little Man,622
U-571,623
The American President,624
The Love Guru,625
3000 Miles to Graceland,626
Blades of Glory,627
Hop,628
300,629
Meet the Fockers,630
Marley & Me,631
The Green Mile,632
Wild Hogs,633
Chicken Little,634
Gone Girl,635
The Bourne Identity,636
GoldenEye,637
The General's Daughter,638
The Truman Show,639
The Prince of Egypt,640
Daddy Day Care,641
2 Guns,642
Cats & Dogs,643
The Italian Job,644
Two Weeks Notice,645
Antz,646
Couples Retreat,647
Days of Thunder,648
Cheaper by the Dozen 2,649
Eat Pray Love,650
The Family Man,651
RED,652
Any Given Sunday,653
The Horse Whisperer,654
Collateral,655
The Scorpion King,656
Ladder 49,657
Jack Reacher,658
Deep Blue Sea,659
This Is It,660
Contagion,661
Kangaroo Jack,662
Coraline,663
The Happening,664
Man on Fire,665
The Shaggy Dog,666
Starsky & Hutch,667
Jingle All the Way,668
Hellboy,669
A Civil Action,670
ParaNorman,671
The Jackal,672
Paycheck,673
Up Close & Personal,674
The Tale of Despereaux,675
The Tuxedo,676
Under Siege 2: Dark Territory,677
Jack Ryan: Shadow Recruit,678
Alien: Resurrection,679
Shooter,680
The Boxtrolls,681
Practical Magic,682
The Lego Movie,683
Miss Congeniality 2: Armed and Fabulous,684
Reign of Fire,685
Gangster Squad,686
Year One,687
Invictus,688
State of Play,689
Duplicity,690
My Favorite Martian,691
The Sentinel,692
Planet 51,693
Star Trek: Nemesis,694
Intolerable Cruelty,695
Trouble with the Curve,696
Edge of Darkness,697
The Relic,698
Analyze That,699
Righteous Kill,700
Mercury Rising,701
The Soloist,702
The Legend of Bagger Vance,703
Almost Famous,704
Garfield: A Tail of Two Kitties,705
xXx: State of the Union,706
Priest,707
Sinbad: Legend of the Seven Seas,708
Event Horizon,709
Dragonfly,710
The Black Dahlia,711
Flyboys,712
The Last Castle,713
Supernova,714
Winter's Tale,715
The Mortal Instruments: City of Bones,716
Meet Dave,717
Dark Water,718
Edtv,719
Inkheart,720
The Spirit,721
Mortdecai,722
In the Name of the King: A Dungeon Siege Tale,723
Beyond Borders,724
The Great Raid,725
Holy Man,726
American Sniper,727
Just Like Heaven,728
The Flintstones in Viva Rock Vegas,729
Rambo III,730
Leatherheads,731
Did You Hear About the Morgans?,732
The Internship,733
Resident Evil: Afterlife,734
Red Tails,735
The Devil's Advocate,736
That's My Boy,737
DragonHeart,738
After the Sunset,739
Ghost Rider: Spirit of Vengeance,740
Captain Corelli's Mandolin,741
The Pacifier,742
Walking Tall,743
Forrest Gump,744
Alvin and the Chipmunks,745
Meet the Parents,746
Pocahontas,747
Superman,748
The Nutty Professor,749
Hitch,750
George of the Jungle,751
American Wedding,752
Captain Phillips,753
Date Night,754
Casper,755
The Equalizer,756
Maid in Manhattan,757
Crimson Tide,758
The Pursuit of Happyness,759
Flightplan,760
Disclosure,761
City of Angels,762
Kill Bill: Vol. 1,763
Bowfinger,764
Kill Bill: Vol. 2,765
Tango & Cash,766
Death Becomes Her,767
Shanghai Noon,768
Executive Decision,769
Mr. Popper's Penguins,770
The Forbidden Kingdom,771
Free Birds,772
Alien³,773
Evita,774
Ronin,775
The Ghost and the Darkness,776
Paddington,777
The Watch,778
The Hunted,779
Instinct,780
Stuck on You,781
Semi-Pro,782
The Pirates! In an Adventure with Scientists!,783
Changeling,784
Chain Reaction,785
The Fan,786
The Phantom of the Opera,787
Elizabeth: The Golden Age,788
Æon Flux,789
Gods and Generals,790
Turbulence,791
Imagine That,792
Muppets Most Wanted,793
Thunderbirds,794
Burlesque,795
A Very Long Engagement,796
Lolita,797
D-Tox,798
Blade II,799
Seven Pounds,800
Bullet to the Head,801
The Godfather: Part III,802
Elizabethtown,803
"You, Me and Dupree",804
Superman II,805
Gigli,806
All the King's Men,807
Shaft,808
Anastasia,809
Moulin Rouge!,810
Domestic Disturbance,811
Flags of Our Fathers,812
Law Abiding Citizen,813
Beloved,814
Lucky You,815
Catch Me If You Can,816
Zero Dark Thirty,817
The Break-Up,818
Mamma Mia!,819
Valentine's Day,820
The Dukes of Hazzard,821
The Thin Red Line,822
The Change-Up,823
Man on the Moon,824
Casino,825
From Paris with Love,826
Bulletproof Monk,827
"Me, Myself & Irene",828
Barnyard,829
Deck the Halls,830
The Twilight Saga: New Moon,831
Shrek,832
The Adjustment Bureau,833
Robin Hood: Prince of Thieves,834
Jerry Maguire,835
Ted,836
As Good as It Gets,837
Patch Adams,838
Anchorman 2: The Legend Continues,839
Mr. Deeds,840
Super 8,841
Erin Brockovich,842
How to Lose a Guy in 10 Days,843
22 Jump Street,844
Interview with the Vampire,845
Yes Man,846
Stepmom,847
Into the Woods,848
Inside Man,849
Payback,850
Congo,851
We Bought a Zoo,852
Knowing,853
Failure to Launch,854
The Ring Two,855
"Crazy, Stupid, Love.",856
Garfield,857
Christmas with the Kranks,858
Moneyball,859
Outbreak,860
Non-Stop,861
Race to Witch Mountain,862
V for Vendetta,863
Shanghai Knights,864
Curious George,865
Herbie Fully Loaded,866
Don't Say a Word,867
Hansel & Gretel: Witch Hunters,868
Unfaithful,869
I Am Number Four,870
Syriana,871
The Book of Life,872
Firewall,873
Absolute Power,874
G.I. Jane,875
The Game,876
Silent Hill,877
The Replacements,878
American Reunion,879
The Negotiator,880
Into the Storm,881
Beverly Hills Cop III,882
Gremlins 2: The New Batch,883
The Judge,884
The Peacemaker,885
Resident Evil: Apocalypse,886
Bridget Jones: The Edge of Reason,887
Out of Time,888
On Deadly Ground,889
The Adventures of Sharkboy and Lavagirl,890
The Beach,891
Raising Helen,892
Ninja Assassin,893
For Love of the Game,894
Striptease,895
Marmaduke,896
Hereafter,897
Murder by Numbers,898
Assassins,899
Hannibal Rising,900
The Story of Us,901
The Host,902
Basic,903
Blood Work,904
The International,905
Escape from L.A.,906
The Iron Giant,907
The Life Aquatic with Steve Zissou,908
The Life of David Gale,909
Man of the House,910
Run All Night,911
Eastern Promises,912
Into the Blue,913
The Messenger: The Story of Joan of Arc,914
Your Highness,915
Dream House,916
Mad City,917
Baby's Day Out,918
The Scarlet Letter,919
Fair Game,920
Domino,921
Jade,922
Gamer,923
Beautiful Creatures,924
Death to Smoochy,925
The Big Bounce,926
What Planet Are You From?,927
Drive Angry,928
Street Fighter: The Legend of Chun-Li,929
The One,930
The Adventures of Ford Fairlane,931
The Boat That Rocked,932
Traffic,933
Indiana Jones and the Last Crusade,934
Anna Karenina,935
Chappie,936
The Bone Collector,937
Panic Room,938
Three Kings,939
Rat Race,940
K-PAX,941
Kate & Leopold,942
Bedazzled,943
The Cotton Club,944
3:10 to Yuma,945
Taken 3,946
Out of Sight,947
The Cable Guy,948
Earth,949
Dick Tracy,950
The Thomas Crown Affair,951
Riding in Cars with Boys,952
First Blood,953
Solaris,954
Happily N'Ever After,955
Mary Reilly,956
My Best Friend's Wedding,957
America's Sweethearts,958
Insomnia,959
Star Trek: First Contact,960
Jonah Hex,961
Courage Under Fire,962
Liar Liar,963
The Flintstones,964
Taken 2,965
Scary Movie 3,966
Miss Congeniality,967
Journey to the Center of the Earth,968
The Princess Diaries 2: Royal Engagement,969
The Pelican Brief,970
The Client,971
The Bucket List,972
Patriot Games,973
Monster-in-Law,974
Prisoners,975
Training Day,976
Galaxy Quest,977
Scary Movie 2,978
The Muppets,979
Blade,980
Coach Carter,981
Changing Lanes,982
Anaconda,983
Coyote Ugly,984
Love Actually,985
A Bug's Life,986
From Hell,987
The Specialist,988
Tin Cup,989
"Yours, Mine and Ours",990
Kicking & Screaming,991
The Hitchhiker's Guide to the Galaxy,992
Fat Albert,993
Resident Evil: Extinction,994
Blended,995
Last Holiday,996
The River Wild,997
The Indian in the Cupboard,998
Savages,999
Cellular,1000
Johnny English,1001
The Ant Bully,1002
Dune,1003
Across the Universe,1004
Revolutionary Road,1005
16 Blocks,1006
Babylon A.D.,1007
The Glimmer Man,1008
Multiplicity,1009
Aliens in the Attic,1010
The Pledge,1011
The Producers,1012
The Phantom,1013
All the Pretty Horses,1014
Nixon,1015
The Ghost Writer,1016
Deep Rising,1017
Miracle at St. Anna,1018
Curse of the Golden Flower,1019
Bangkok Dangerous,1020
Big Trouble,1021
Love in the Time of Cholera,1022
Shadow Conspiracy,1023
Johnny English Reborn,1024
Foodfight!,1025
Argo,1026
The Fugitive,1027
The Bounty Hunter,1028
Sleepers,1029
Rambo: First Blood Part II,1030
The Juror,1031
Pinocchio,1032
Heaven's Gate,1033
Underworld: Evolution,1034
Finding Forrester,1035
28 Days,1036
Unleashed,1037
The Sweetest Thing,1038
The Firm,1039
Charlie St. Cloud,1040
The Mechanic,1041
21 Jump Street,1042
Notting Hill,1043
Chicken Run,1044
Along Came Polly,1045
Boomerang,1046
The Heat,1047
Cleopatra,1048
Here Comes the Boom,1049
High Crimes,1050
The Mirror Has Two Faces,1051
The Mothman Prophecies,1052
Brüno,1053
Licence to Kill,1054
Red Riding Hood,1055
15 Minutes,1056
Super Mario Bros.,1057
Lord of War,1058
Hero,1059
One for the Money,1060
The Interview,1061
The Warrior's Way,1062
Micmacs,1063
8 Mile,1064
A Knight's Tale,1065
The Medallion,1066
The Sixth Sense,1067
Man on a Ledge,1068
The Big Year,1069
The Karate Kid,1070
American Hustle,1071
The Proposal,1072
Double Jeopardy,1073
Back to the Future Part II,1074
Lucy,1075
Fifty Shades of Grey,1076
Spy Kids 3-D: Game Over,1077
A Time to Kill,1078
Cheaper by the Dozen,1079
Lone Survivor,1080
A League of Their Own,1081
The Social Network,1082
He's Just Not That Into You,1083
Scary Movie 4,1084
Scream 3,1085
Back to the Future Part III,1086
Get Hard,1087
Dracula,1088
Julie & Julia,1089
42,1090
The Talented Mr. Ripley,1091
Dumb and Dumber To,1092
Eight Below,1093
The Last of the Mohicans,1094
Ray,1095
Sin City,1096
Vantage Point,1097
"I Love You, Man",1098
Shallow Hal,1099
JFK,1100
Big Momma's House 2,1101
The Mexican,1102
17 Again,1103
The Other Woman,1104
The Final Destination,1105
Behind Enemy Lines,1106
Get Him to the Greek,1107
Shall We Dance?,1108
Small Soldiers,1109
Spawn,1110
The Count of Monte Cristo,1111
The Lincoln Lawyer,1112
Unknown,1113
The Prestige,1114
Horrible Bosses 2,1115
Escape from Planet Earth,1116
Apocalypto,1117
The Living Daylights,1118
Predators,1119
Legal Eagles,1120
Secret Window,1121
The Lake House,1122
The Skeleton Key,1123
The Odd Life of Timothy Green,1124
Made of Honor,1125
Jersey Boys,1126
The Rainmaker,1127
Gothika,1128
Amistad,1129
Medicine Man,1130
Aliens vs Predator: Requiem,1131
Ri¢hie Ri¢h,1132
Autumn in New York,1133
Music and Lyrics,1134
Paul,1135
The Guilt Trip,1136
Scream 4,1137
8MM,1138
The Doors,1139
Sex Tape,1140
Hanging Up,1141
Final Destination 5,1142
Mickey Blue Eyes,1143
Pay It Forward,1144
Fever Pitch,1145
Drillbit Taylor,1146
A Million Ways to Die in the West,1147
The Shadow,1148
Extremely Loud & Incredibly Close,1149
Morning Glory,1150
Get Rich or Die Tryin',1151
The Art of War,1152
Rent,1153
Bless the Child,1154
The Out-of-Towners,1155
The Island of Dr. Moreau,1156
The Musketeer,1157
The Other Boleyn Girl,1158
Sweet November,1159
The Reaping,1160
Mean Streets,1161
Renaissance Man,1162
Colombiana,1163
Quest for Camelot,1164
City By The Sea,1165
At First Sight,1166
Torque,1167
City Hall,1168
Showgirls,1169
Marie Antoinette,1170
Kiss of Death,1171
Get Carter,1172
The Impossible,1173
Ishtar,1174
Fantastic Mr. Fox,1175
Life or Something Like It,1176
Memoirs of an Invisible Man,1177
Amélie,1178
New York Minute,1179
Alfie,1180
Big Miracle,1181
The Deep End of the Ocean,1182
FearDotCom,1183
Cirque du Freak: The Vampire's Assistant,1184
Duplex,1185
Soul Men,1186
Raise the Titanic,1187
Universal Soldier: The Return,1188
Pandorum,1189
Impostor,1190
Extreme Ops,1191
Just Visiting,1192
Sunshine,1193
A Thousand Words,1194
Delgo,1195
The Gunman,1196
Stormbreaker,1197
Disturbia,1198
Hackers,1199
The Hunting Party,1200
The Hudsucker Proxy,1201
The Warlords,1202
Nomad: The Warrior,1203
Snowpiercer,1204
A Monster in Paris,1205
The Last Shot,1206
The Crow,1207
The Time Traveler's Wife,1208
Because I Said So,1209
Frankenweenie,1210
Serenity,1211
Against the Ropes,1212
Superman III,1213
Grudge Match,1214
Red Cliff,1215
Sweet Home Alabama,1216
The Ugly Truth,1217
Sgt. Bilko,1218
Spy Kids 2: The Island of Lost Dreams,1219
Star Trek: Generations,1220
The Grandmaster,1221
Water for Elephants,1222
The Hurricane,1223
Enough,1224
Heartbreakers,1225
Angel Eyes,1226
Joe Somebody,1227
The Ninth Gate,1228
Extreme Measures,1229
Rock Star,1230
Precious,1231
White Squall,1232
The Thing,1233
Riddick,1234
Switchback,1235
Texas Rangers,1236
City of Ember,1237
The Master,1238
Virgin Territory,1239
The Express,1240
The Town,1241
What to Expect When You're Expecting,1242
Burn After Reading,1243
Nim's Island,1244
Rush,1245
Magnolia,1246
Cop Out,1247
Dolphin Tale,1248
Twilight,1249
John Q,1250
Blue Streak,1251
We're the Millers,1252
The Inhabited Island,1253
Breakdown,1254
Never Say Never Again,1255
Hot Tub Time Machine,1256
Dolphin Tale 2,1257
Reindeer Games,1258
A Man Apart,1259
Ghosts of Mississippi,1260
Snow Falling on Cedars,1261
The Rite,1262
Gattaca,1263
Isn't She Great,1264
Space Chimps,1265
Head of State,1266
The Hangover,1267
Austin Powers: The Spy Who Shagged Me,1268
Batman,1269
There Be Dragons,1270
Lethal Weapon 3,1271
The Blind Side,1272
Spy Kids,1273
Horrible Bosses,1274
True Grit,1275
The Devil Wears Prada,1276
Star Trek: The Motion Picture,1277
Identity Thief,1278
Cape Fear,1279
21,1280
Guess Who,1281
The English Patient,1282
L.A. Confidential,1283
Sky High,1284
In & Out,1285
Species,1286
A Nightmare on Elm Street,1287
The Cell,1288
The Man in the Iron Mask,1289
Secretariat,1290
TMNT,1291
Radio,1292
